Gene	log2FC	pvalue	FDR	direction	Symbol
A_19_P00805218	0.2314285714285722	0.0335480220252561	0.2654791156353935	Not Sig	Q6TXI9
A_19_P00805263	0.2263571428571427	0.1199616554624965	0.4810139702377936	Not Sig	XLOC_001851
A_19_P00805272	0.0887857142857164	0.2084027772593665	0.5925603658070943	Not Sig	KIAA1671
A_19_P00805273	0.0015	0.9818160758435166	0.9958052504848204	Not Sig	PSMD14
A_19_P00805339	0.3159285714285711	0.194336189344789	0.5769476680558713	Not Sig	Q6UWM8
A_19_P00805367	-0.0730000000000004	0.07544969540611	0.3946646183699837	Not Sig	XLOC_005365
A_19_P00805433	-0.0061428571428574	0.7897974421262581	0.9319544256877328	Not Sig	XLOC_000470
A_19_P00805452	0.0952142857142845	0.1346440122432905	0.5046360325923502	Not Sig	XLOC_l2_010558
A_19_P00805523	0.0271428571428558	0.8197007086787348	0.9413757644862302	Not Sig	LOC100505738
A_19_P00805548	0.0307857142857166	0.6159010229532781	0.8542053480481165	Not Sig	BMPR1A
A_19_P00805593	-0.1125000000000002	0.5949249380490853	0.8443115264830298	Not Sig	XLOC_008652
A_19_P00805625	0.217714285714285	0.0011539529074596	0.0508130279833	Not Sig	LOC100506190
A_19_P00805679	-0.0585714285714296	0.2707201493830951	0.6499104457741289	Not Sig	LOC730102
A_19_P00805702	0.0370714285714282	0.6555898561903112	0.874484349330986	Not Sig	C1GALT1
A_19_P00805705	0.0163571428571422	0.7850529585092219	0.9297670955952646	Not Sig	C12orf51
A_19_P00805748	0.0693571428571431	0.7906822970291348	0.9320870554107	Not Sig	P39189
A_19_P00805757	-0.0315714285714285	0.2447739293428918	0.6279431284239723	Not Sig	H3F3A
A_19_P00805812	0.0848571428571416	0.5590490273129638	0.8244618922601026	Not Sig	Q5A5F0
A_19_P00805833	0.2997857142857176	0.0065303330495847	0.1168427023985504	Not Sig	LOC100287628
A_19_P00805840	-0.0766428571428576	0.2581300301228552	0.6394506136295174	Not Sig	ZNF37BP
A_19_P00805942	-0.0300714285714285	0.788608329275375	0.9313101091097662	Not Sig	SLC7A14
A_19_P00805950	-0.004214285714287	0.959438823635552	0.989625697505356	Not Sig	XLOC_l2_001196
A_19_P00805954	-0.104285714285714	0.5216378795902075	0.803982868606936	Not Sig	XLOC_005143
A_19_P00806071	-0.0867857142857144	0.4064424904366982	0.7384182373910673	Not Sig	P39192
A_19_P00806080	-0.0343571428571429	0.1573548112330203	0.5349169660325181	Not Sig	LOC100506189
A_19_P00806098	-0.0016428571428575	0.9802472030620168	0.9952050902520256	Not Sig	LOC100130938
A_19_P00806193	0.1045714285714289	0.5227478668840592	0.8045839551758561	Not Sig	XLOC_006009
A_19_P00806320	-0.1210000000000004	0.0082797153490436	0.1315900950252675	Not Sig	ARPC2
A_19_P00806441	0.3114999999999999	0.0716371496276134	0.3859678670431819	Not Sig	XLOC_010725
A_19_P00806450	0.1163571428571428	0.1339726683473825	0.5036072646926048	Not Sig	XLOC_l2_003234
A_19_P00806473	-0.1002142857142871	0.577155195241729	0.8351690583612175	Not Sig	Q49AT5
A_19_P00806486	0.3884285714285722	0.1301542828163581	0.4980485205458931	Not Sig	XLOC_l2_009140
A_19_P00806490	-0.0929285714285717	0.3114232210038681	0.6820440372543015	Not Sig	TET1
A_19_P00806499	-0.096999999999999	0.5981578672540406	0.8456968139544175	Not Sig	SPG20OS
A_19_P00806593	-0.1369999999999995	0.4146371384616866	0.7431181853899503	Not Sig	XLOC_005273
A_19_P00806637	-0.3177857142857148	0.0044553369199156	0.0960892940902489	Down	XLOC_002473
