Gene	log2FC	pvalue	FDR	direction
A_24_P911676	-0.08142857142857096	0.26949021625717645	0.649079153664519	Not Sig
A_24_P911906	-0.12557142857142845	0.652910670180992	0.8731028599979742	Not Sig
A_24_P912041	0.20971428571428552	0.309713129221194	0.6806933967110911	Not Sig
A_24_P912048	-0.13564285714285695	0.4735277996365657	0.7778508287087592	Not Sig
A_24_P912366	-0.12264285714285883	0.26352873980604535	0.6440086847032696	Not Sig
A_24_P912372	-0.18607142857142733	0.004237286296078761	0.09406849817965827	Not Sig
A_24_P912439	0.2870000000000008	0.07207278404034739	0.38716109311255187	Not Sig
A_24_P91310	-0.007714285714286007	0.8649969287820509	0.9590546214111204	Not Sig
A_24_P913115	-0.09057142857142964	0.05862900234225101	0.3506601045211598	Not Sig
A_24_P913227	-0.1676428571428561	0.07679968404002854	0.3974200744737882	Not Sig
A_24_P913339	0.07371428571428318	0.21973695629381298	0.6045450090022432	Not Sig
A_24_P913716	-0.13285714285714434	0.19965630401893025	0.583406195248858	Not Sig
A_24_P91405	-0.08499999999999908	0.057768745711903116	0.34799055529455253	Not Sig
A_24_P914495	-0.4070000000000009	0.0035901748750770666	0.08760959130774837	Down
A_24_P914513	-0.0022857142857146684	0.9888420333961042	0.9973040107218597	Not Sig
A_24_P914625	-0.052071428571428324	0.3630912949727312	0.7154651279899947	Not Sig
A_24_P91472	0.058285714285716494	0.20455522017950872	0.5886929887205746	Not Sig
A_24_P914817	0.05664285714285633	0.23957876376296863	0.6232366562789304	Not Sig
A_24_P914940	0.09735714285714536	0.0072473057665804206	0.12271846106983399	Not Sig
A_24_P915007	-0.11142857142857387	0.012624011902066821	0.16251531501967303	Not Sig
A_24_P915196	0.012642857142855846	0.8263088905473505	0.9446633886672066	Not Sig
A_24_P915371	-0.1759285714285692	1.2201138308290143e-05	0.00868454669437889	Not Sig
A_24_P91566	-0.25235714285714295	0.019499056633169663	0.20058264407122753	Not Sig
A_24_P915692	0.33285714285714274	0.0008622815795904527	0.04451582278378582	Up
A_24_P915806	0.14785714285714313	0.056087594606486026	0.34426645241431164	Not Sig
A_24_P916141	0.04207142857142898	0.2715517536774535	0.6507594300831894	Not Sig
A_24_P916378	-0.04207142857142809	0.7119374145865512	0.9001203378524254	Not Sig
A_24_P916496	0.030642857142858304	0.5638545447880352	0.8274457396197874	Not Sig
A_24_P916614	-0.014285714285712459	0.664075872114168	0.8782089348039759	Not Sig
A_24_P916656	0.18200000000000127	0.1849892157269006	0.5655365415929695	Not Sig
A_24_P916718	-0.12757142857142778	0.4977847601105853	0.7904308503698897	Not Sig
A_24_P91701	-0.07649999999999846	0.2631458869590879	0.6433992468882943	Not Sig
A_24_P917026	-0.062071428571428555	0.32447105553836186	0.6902767714130954	Not Sig
A_24_P917178	0.039428571428571146	0.8527219393798383	0.9546760795380581	Not Sig
A_24_P917306	-0.02328571428571391	0.6548222224681067	0.8740678088320003	Not Sig
A_24_P917686	-0.12714285714285722	0.6113259025267959	0.8519999647408456	Not Sig
A_24_P917759	0.27435714285714274	0.1858534193503592	0.5665650295933362	Not Sig
A_24_P917819	0.7877857142857143	0.005344607470015867	0.10560652647283204	Up
A_24_P917833	0.06149999999999878	0.33265536708841026	0.6957215679085614	Not Sig
