Gene	log2FC	pvalue	FDR	direction	Symbol
200753_x_at	-0.0261573825564953	0.7990710913014739	0.9990466365428996	Not Sig	MIR636
200754_x_at	0.0309933353207032	0.8069451454718145	0.9990466365428996	Not Sig	MIR636
200755_s_at	0.0426398984643983	0.8797186920068666	0.9990466365428996	Not Sig	CALU
200757_s_at	0.0433829712509954	0.8077820991476645	0.9990466365428996	Not Sig	CALU
200758_s_at	-0.0817688962254177	0.6441616998197662	0.9990466365428996	Not Sig	NFE2L1
200759_x_at	-0.0998098506049665	0.2814698538805429	0.9990466365428996	Not Sig	NFE2L1
200760_s_at	0.1175567376695525	0.7118345137728048	0.9990466365428996	Not Sig	ARL6IP5
200761_s_at	0.0665560317782691	0.6325136966072799	0.9990466365428996	Not Sig	ARL6IP5
200762_at	0.341367031333494	0.1620790486850943	0.9456380706180122	Not Sig	DPYSL2
200763_s_at	-0.0147217657294298	0.8666098846831185	0.9990466365428996	Not Sig	RPLP1
200764_s_at	-0.0011777344648979	0.9920002183876157	0.9995477718534194	Not Sig	CTNNA1
200765_x_at	0.0024831822630204	0.9839370415491056	0.999511572300808	Not Sig	CTNNA1
200766_at	-0.1448931407845508	0.7727787848775765	0.9990466365428996	Not Sig	CTSD
200767_s_at	-0.3027721148301365	0.2223812253328742	0.991361638535878	Not Sig	FAM120A
200768_s_at	0.0905554974490296	0.6142771713177255	0.9990466365428996	Not Sig	MAT2A
200769_s_at	-0.1590113186807187	0.7821910365183558	0.9990466365428996	Not Sig	MAT2A
200770_s_at	0.4973690688236392	0.0341101287959524	0.600230313299297	Up	LAMC1
200771_at	0.3534844774631578	0.0507293193621641	0.6913640346348654	Not Sig	LAMC1
200772_x_at	-0.0882706790683318	0.6675676575278886	0.9990466365428996	Not Sig	LOC100506248
200773_x_at	0.1361802667935592	0.130174085189193	0.9061146656989908	Not Sig	PTMA
200774_at	0.1860224187464325	0.4792942995236641	0.9990466365428996	Not Sig	FAM120A
200775_s_at	0.0454295363490153	0.8032766530456673	0.9990466365428996	Not Sig	HNRNPK
200776_s_at	0.1689622153042655	0.5444520860823957	0.9990466365428996	Not Sig	BZW1
200777_s_at	0.102009594875378	0.5696362939889508	0.9990466365428996	Not Sig	BZW1
200778_s_at	-0.0936984494396906	0.7473305618825107	0.9990466365428996	Not Sig	SEPT2
200779_at	0.0303942863346335	0.7223165200646481	0.9990466365428996	Not Sig	ATF4
200780_x_at	0.0535982698558115	0.704685313845003	0.9990466365428996	Not Sig	GNAS
200781_s_at	0.0274573254163694	0.7283830532673392	0.9990466365428996	Not Sig	RPS15A
200782_at	0.1834062619413927	0.3006607836106506	0.9990466365428996	Not Sig	ANXA5
200783_s_at	-0.2370761170062563	0.1945994384651209	0.970719399444624	Not Sig	STMN1
200785_s_at	0.2468007265118625	0.192873865959663	0.96816306960195	Not Sig	LRP1
200786_at	0.1369677644137077	0.5514531214063143	0.9990466365428996	Not Sig	PSMB7
