Gene	log2FC	pvalue	FDR	direction
200779_at	0.03039428633463359	0.7223165200646481	0.9990466365428997	Not Sig
200780_x_at	0.05359826985581151	0.704685313845003	0.9990466365428997	Not Sig
200781_s_at	0.02745732541636947	0.7283830532673392	0.9990466365428997	Not Sig
200782_at	0.18340626194139276	0.3006607836106506	0.9990466365428997	Not Sig
200783_s_at	-0.2370761170062563	0.19459943846512093	0.9707193994446239	Not Sig
200785_s_at	0.24680072651186258	0.19287386595966308	0.9681630696019499	Not Sig
200786_at	0.13696776441370773	0.5514531214063143	0.9990466365428997	Not Sig
200787_s_at	0.12289178686040181	0.6634669341172967	0.9990466365428997	Not Sig
200788_s_at	0.0829491853119606	0.3648698401271123	0.9990466365428997	Not Sig
200789_at	0.10873900553649207	0.6233960048116083	0.9990466365428997	Not Sig
200790_at	-0.6638527072800882	0.16239597888153884	0.9456380706180122	Not Sig
200791_s_at	0.018486502342286215	0.8787399406266018	0.9990466365428997	Not Sig
200792_at	0.10297448296671519	0.220689248456319	0.989022481254466	Not Sig
200793_s_at	-0.18666805616938653	0.32567721017188783	0.9990466365428997	Not Sig
200794_x_at	0.34836878820602024	0.06907755082286254	0.7529847615258337	Not Sig
200795_at	0.10074345747338143	0.5674042905994292	0.9990466365428997	Not Sig
200796_s_at	-0.13366800000763135	0.8026908881002471	0.9990466365428997	Not Sig
200797_s_at	-0.030821328312807594	0.8203166167790443	0.9990466365428997	Not Sig
200798_x_at	-0.16472674265418963	0.5606101766239973	0.9990466365428997	Not Sig
200799_at	0.32532556185144834	0.17113174368779313	0.950045414530779	Not Sig
200800_s_at	0.051385321451583366	0.8830367592549287	0.9990466365428997	Not Sig
200801_x_at	-0.2203964306857209	0.030467379915997482	0.5732837127697228	Not Sig
200802_at	-0.002163081093573993	0.9908109660925738	0.9995477718534194	Not Sig
200803_s_at	-0.16530709008742406	0.6052373702880106	0.9990466365428997	Not Sig
200804_at	-0.010049058361762064	0.9686881180609933	0.9990466365428997	Not Sig
200805_at	-0.12537799425788165	0.6859082741098177	0.9990466365428997	Not Sig
200806_s_at	-0.12564864168185785	0.7036698619287068	0.9990466365428997	Not Sig
200807_s_at	0.1454730115647731	0.5601314458955186	0.9990466365428997	Not Sig
200808_s_at	-0.059574070879776286	0.7889194577247114	0.9990466365428997	Not Sig
200809_x_at	0.021696641639081804	0.8776920951412374	0.9990466365428997	Not Sig
200810_s_at	0.1465374214574897	0.1944055009818683	0.9705329117386055	Not Sig
200811_at	0.253882067630002	0.16543427269268918	0.9462803912397866	Not Sig
200812_at	-0.04246944074263581	0.8254185631248744	0.9990466365428997	Not Sig
200813_s_at	-0.11870068273928336	0.5411691686698882	0.9990466365428997	Not Sig
200814_at	0.5236640649244162	0.061847696465615325	0.7189920875875971	Not Sig
200815_s_at	-0.22522242805574333	0.41177610451782826	0.9990466365428997	Not Sig
200816_s_at	-0.02876096490034996	0.815430978289894	0.9990466365428997	Not Sig
200817_x_at	0.026048979359101665	0.8674528205176099	0.9990466365428997	Not Sig
200818_at	0.17446882170204425	0.343888941399085	0.9990466365428997	Not Sig
200819_s_at	0.019127928905952274	0.8804160132403105	0.9990466365428997	Not Sig
200820_at	-0.0055517346405959955	0.9849521035230989	0.999511572300808	Not Sig
200821_at	-0.06025571368906668	0.509662118268638	0.9990466365428997	Not Sig
200822_x_at	0.10094545829538681	0.5979055072468796	0.9990466365428997	Not Sig
200823_x_at	0.03278055937854063	0.7603718388749348	0.9990466365428997	Not Sig
200824_at	-0.38363027368031233	0.056675950205993725	0.7089641318619339	Not Sig
200825_s_at	0.0639586333767097	0.8734768154348654	0.9990466365428997	Not Sig
200826_at	0.07418136548283982	0.6767409092061136	0.9990466365428997	Not Sig
200827_at	0.042350721836935	0.7757946123711525	0.9990466365428997	Not Sig
200828_s_at	-0.16456619447116871	0.43410594240667305	0.9990466365428997	Not Sig
200829_x_at	-0.029718482383350064	0.8133801740353626	0.9990466365428997	Not Sig
200830_at	-0.024931255613008574	0.9159502432903858	0.9990466365428997	Not Sig
200831_s_at	-0.23001478072137083	0.5602371673166748	0.9990466365428997	Not Sig
200832_s_at	-0.06000876472882766	0.8772496705819008	0.9990466365428997	Not Sig
