Gene	log2FC	pvalue	FDR	direction	Symbol
ILMN_1651435	-0.1228981383333334	0.2620184887713977	0.5617582786592817	Not Sig	LOC653148
ILMN_1651437	0.0493096836666655	0.5338656043553627	0.7899603432967008	Not Sig	FOXI1
ILMN_1651438	-0.3412485316666664	0.0418760577951987	0.1805077487175636	Down	ZFPM1
ILMN_1651447	-0.1169441733333336	0.0516807807556014	0.2077948645237119	Not Sig	LOC651463
ILMN_1651453	0.0883937953333342	0.5569303243531265	0.8047176257444094	Not Sig	LOC652663
ILMN_1651456	-0.0693623336666675	0.5455158579541596	0.7974391253928521	Not Sig	UTY
ILMN_1651457	-0.0460256466666662	0.8012998496419902	0.9293200286059	Not Sig	GPR32
ILMN_1651464	-0.2451843463333345	0.1076631404644919	0.3343394938357742	Not Sig	KDM2B
ILMN_1651466	-0.1828281903333328	0.0196932898742554	0.1072244796302639	Not Sig	ALOX5
ILMN_1651470	-0.1316667993333329	0.0521030202405242	0.2089597898896845	Not Sig	MMP17
ILMN_1651477	-0.0258880686666671	0.7837688289678905	0.9213889906270304	Not Sig	LOC652224
ILMN_1651486	0.1315439519999985	0.5828848098031529	0.8195659092363894	Not Sig	COX11P
ILMN_1651488	0.0222099316666666	0.881152961465553	0.9600549125060428	Not Sig	LOC644234
ILMN_1651490	-0.0116205996666671	0.9279030889490956	0.9761232645928224	Not Sig	CYP26A1
ILMN_1651492	0.013034717	0.9144191837932154	0.971637566172628	Not Sig	WNT2B
ILMN_1651495	-0.1699062686666659	0.1454648927234748	0.4027420345854831	Not Sig	LOC644824
ILMN_1651496	-0.7964768389999994	2.317866513807101e-05	0.001859330162773	Down	HIST1H2BD
ILMN_1651498	-1.624947616	6.331239107119665e-05	0.0029567449129281	Down	GADD45G
ILMN_1651499	0.1125567916666652	0.5186110943340453	0.779885499016037	Not Sig	ERGIC1
ILMN_1651501	-0.1185954110000002	0.4531682810137382	0.7339433426291656	Not Sig	ABCD4
ILMN_1651504	-0.2078220323333326	0.0313976443576046	0.1487144332468522	Not Sig	FAM193A
ILMN_1651506	-0.2913174543333339	0.0516770625554276	0.2077948645237119	Not Sig	NCOA6IP
ILMN_1651507	-0.1048251216666669	0.5367180176081888	0.7921741487545152	Not Sig	LOC642732
ILMN_1651508	-0.3349303726666663	0.0186894095552143	0.1033967374751116	Down	LOC649500
ILMN_1651513	-0.3526028366666658	0.0245785128208217	0.1258126254628259	Down	SKIV2L2
ILMN_1651520	-0.1813430140000003	0.1569777967142754	0.4213745805128769	Not Sig	LOC648170
ILMN_1651532	0.108655467666666	0.1781238716330064	0.4540292790983698	Not Sig	LOC644519
ILMN_1651535	0.1546130289999991	0.1716774229538937	0.4446113497072755	Not Sig	TMEM217
ILMN_1651536	-0.1965200103333337	0.0077629949058713	0.0557355223812779	Not Sig	GEFT
ILMN_1651538	-0.5873948869999994	0.0081762984660629	0.0577726601885582	Down	NUMBL
ILMN_1651543	0.1619744546666677	0.2116543977226107	0.4998725099825905	Not Sig	LOC652451
ILMN_1651544	0.3216328633333321	0.0354949042389389	0.1616629373000599	Up	HDAC8
ILMN_1651547	0.0938470753333327	0.1756838410719708	0.4504800836803528	Not Sig	SEMA3E
ILMN_1651554	-0.039812206333333	0.6214968650384852	0.8417100481303329	Not Sig	RGS5
ILMN_1651557	0.1205541800000009	0.021886565701438	0.1158538685609983	Not Sig	KDELC2
ILMN_1651563	0.128448324333334	0.3533949112683797	0.6534456307322457	Not Sig	MYO15B
ILMN_1651565	0.1960208630000002	0.0643712477273854	0.2400122152811435	Not Sig	LOC650677
ILMN_1651567	-0.1728469543333339	0.2600555347113827	0.5596134490066534	Not Sig	WHSC1
ILMN_1651568	0.0774893929999995	0.6325248201924925	0.8485561534047876	Not Sig	MUC13
ILMN_1651569	0.0075215620000008	0.872862311185843	0.9566369719229744	Not Sig	XRCC2
ILMN_1651574	-0.0173283409999989	0.778200056138666	0.9187235040878424	Not Sig	AQP3
ILMN_1651576	-0.1305013106666663	0.2448544224600632	0.5414908852720958	Not Sig	LOC645947
ILMN_1651582	0.0460981869999992	0.6469326000089018	0.8556555424183944	Not Sig	LOC646307
ILMN_1651584	-0.0726351466666672	0.6073081255109918	0.8338325052726375	Not Sig	LOC643576
ILMN_1651597	0.0487241353333338	0.4500845816554872	0.7319057262806884	Not Sig	FBXO44
ILMN_1651599	0.0818170333333343	0.2186502913461209	0.508800195917476	Not Sig	ENTPD2
ILMN_1651604	0.0403846533333336	0.6312651470171812	0.8479001611279864	Not Sig	MARK4
ILMN_1651606	-0.3304996766666672	0.0689659990360799	0.2511271153324254	Not Sig	LOC653210
ILMN_1651608	-0.1178364883333333	0.045482226064571	0.1908215789922124	Not Sig	LOC649683
ILMN_1651609	-0.1360632463333324	0.320846729758064	0.6234422338371199	Not Sig	SPRED3
ILMN_1651610	0.2550126616666679	0.1218085839528999	0.3612608328937856	Not Sig	LOC730525
ILMN_1651617	0.1814955363333323	0.2252931978059941	0.5173115857790598	Not Sig	CTNNB1
ILMN_1651624	0.2152999643333331	0.0564800033590216	0.2202040546323221	Not Sig	C6orf201
ILMN_1651628	-0.3511990166666674	0.0115245541000829	0.0735179603050951	Down	EXOC6
ILMN_1651636	0.0641353999999987	0.5033899072889506	0.7697200857825294	Not Sig	CYP2A13
ILMN_1651637	-0.0811858693333329	0.4103101533385636	0.701317930057655	Not Sig	CRSP2
ILMN_1651641	0.0424203696666669	0.7219915812715333	0.8932149339356894	Not Sig	LOC643069
ILMN_1651642	0.1241264016666674	0.378866641177804	0.6762244550003764	Not Sig	GPC2
ILMN_1651643	0.0758924983333324	0.4145014262310486	0.7042787584720915	Not Sig	ASB11
ILMN_1651652	0.1095900606666671	0.3449976768938319	0.646393406009189	Not Sig	RTN3
ILMN_1651656	-2.359101429333334	4.713860585214407e-06	0.0009453412946594	Down	PSG7
ILMN_1651657	-0.1820563003333326	0.1455419781567636	0.4027748543718913	Not Sig	ADAM33
ILMN_1651660	-0.1628686409999993	0.4456786444040994	0.7288245466303411	Not Sig	TMEM191B
ILMN_1651662	0.1823348903333332	0.0927038370422416	0.3037748511270832	Not Sig	LOC643899
ILMN_1651664	0.1495672400000005	0.2808893545335076	0.5820404614869751	Not Sig	SDHALP1
ILMN_1651672	0.0506776823333332	0.7218941013939371	0.8931928156685297	Not Sig	LOC646717
ILMN_1651680	-0.202131513333331	0.0610049010538205	0.2316041938090156	Not Sig	LOC649150
ILMN_1651681	0.0699381379999994	0.2767940981822445	0.5777698198378761	Not Sig	WDFY3
ILMN_1651684	-0.602722704333333	0.0003028876072965	0.0069423483168528	Down	KIAA0586
ILMN_1651685	-0.0967462020000011	0.3182019150453661	0.6212271576977749	Not Sig	C8ORFK32
ILMN_1651690	0.0746658660000001	0.6221538873676233	0.8421659018451895	Not Sig	PGBD4
ILMN_1651692	-0.4447975546666676	0.0083417191909299	0.0585765253799189	Down	STK10
ILMN_1651693	0.0488895303333327	0.6438461344472071	0.8539593342009584	Not Sig	GSG1
ILMN_1651699	0.4716802189999978	0.0080399970158084	0.0571448585973355	Up	EPS8
ILMN_1651705	-0.2327323313333362	0.0202611717278898	0.1095822009949713	Not Sig	CAT
ILMN_1651708	0.0743095956666666	0.4957849406215778	0.764771315308235	Not Sig	RESP18
ILMN_1651710	0.8068110010000007	0.0077500870697488	0.0556951418951354	Up	IQCD
ILMN_1651711	-0.0245083726666663	0.8282045975501788	0.9398784750311926	Not Sig	LOC728005
ILMN_1651712	-0.3966328803333345	0.0037545822600339	0.0340597847665747	Down	RBM11
ILMN_1651715	0.0404125756666662	0.6029250041647647	0.8314511979192107	Not Sig	RNF2
ILMN_1651717	-0.0793239013333328	0.4404261511607085	0.72503903027993	Not Sig	ADAMTS20
ILMN_1651719	-0.0292756900000004	0.3858527034487663	0.6819816070669595	Not Sig	MBTPS1
ILMN_1651727	0.0015277100000004	0.9852958470417972	0.9951514168995172	Not Sig	LOC648473
ILMN_1651735	-0.2551629166666647	0.0001467609245533	0.0045290057526214	Not Sig	TGOLN2
ILMN_1651737	0.0813741326666672	0.4856791085041055	0.7577017064471405	Not Sig	LOC644689
ILMN_1651741	-0.1078671086666673	0.4911948994313249	0.761434179903569	Not Sig	ARMCX3
ILMN_1651745	-0.2130430000000016	0.0886129912273591	0.2953240476639489	Not Sig	TMEM25
ILMN_1651752	-0.0622461266666656	0.5785162455551924	0.8171880966446222	Not Sig	CXorf21
ILMN_1651758	-0.0068201206666671	0.9590098624385616	0.9874055800087148	Not Sig	LOC645643
ILMN_1651760	-0.1068054083333338	0.1431952170749018	0.3989328855414553	Not Sig	LOC646537
ILMN_1651763	-0.011043507666665	0.944058547712204	0.9820683372950928	Not Sig	TFDP3
ILMN_1651767	-0.0128082056666674	0.866682937090596	0.9544154860294616	Not Sig	MKL1
ILMN_1651769	-0.3026707349999995	0.0354386824506686	0.1614690541631735	Down	ZFYVE16
ILMN_1651771	-0.1363516243333338	0.0765998167383252	0.2691661687778868	Not Sig	RRAGB
ILMN_1651776	-0.4883807553333312	0.0077366493249446	0.0556809233527373	Down	FHOD1
ILMN_1651787	0.0222430980000005	0.8690427576618842	0.955084077293844	Not Sig	MSH5
ILMN_1651788	-0.0136342266666655	0.8172032481993019	0.9360609008453205	Not Sig	MAP3K11
ILMN_1651789	-0.1152518749999993	0.6335717903506931	0.849037041293668	Not Sig	VCX2
ILMN_1651792	-0.0724497409999997	0.1926892679593633	0.47445708055075	Not Sig	RORC
ILMN_1651799	-0.1531393333333301	0.039063238160576	0.1722266938040595	Not Sig	SLC38A2
ILMN_1651800	0.384713024333335	0.0055505112444301	0.044262023268249	Up	GSTM4
ILMN_1651806	0.0006248930000003	0.9837100885596736	0.9949641211597752	Not Sig	LOC653801
ILMN_1651811	-0.0509379116666659	0.3916684137547214	0.6868716384159387	Not Sig	LOC729269
ILMN_1651817	0.0506642993333343	0.3965440864071398	0.6902640994215044	Not Sig	GRIK1
ILMN_1651819	-0.2836164399999976	0.017233846298721	0.0976506516638614	Not Sig	GALNT11
ILMN_1651826	0.369130526666666	0.0051914490949249	0.0422252938098185	Up	BASP1
ILMN_1651828	-0.5884977363333359	0.0012247536500566	0.016216245641444	Down	CCT3
ILMN_1651832	0.506114412666669	0.0017297538500138	0.0202352114580755	Up	EHD1
ILMN_1651838	0.0729801086666661	0.5766179606284626	0.8162614824324878	Not Sig	RND1
ILMN_1651846	0.0564416586666673	0.5225410437567686	0.7827643323346387	Not Sig	LOC400954
ILMN_1651848	-0.1569462679999995	0.0498891233515978	0.2027448122625929	Not Sig	ITSN1
ILMN_1651850	0.1665063500000005	0.1099678588861833	0.3388938484911446	Not Sig	RPS16
ILMN_1651865	0.0349666143333351	0.8495857489986894	0.9482424058328222	Not Sig	KIAA1257
ILMN_1651872	0.7805219466666689	0.0002869783798828	0.0067712584516206	Up	UBIAD1
ILMN_1651878	-0.1524537109999997	0.1910603241664979	0.4719351596469765	Not Sig	EVC
ILMN_1651886	-0.0714175699999994	0.5902620823718666	0.8241946960453431	Not Sig	CWF19L1
ILMN_1651899	-0.0434703466666679	0.6960049569109953	0.8810500508815521	Not Sig	LOC653314
ILMN_1651900	-0.0236911279999993	0.8719474205576222	0.956368556332653	Not Sig	KCNA4
ILMN_1651902	-0.2722542073333329	0.0790448869839557	0.2741938343919182	Not Sig	RASL11A
ILMN_1651903	-0.0314755150000003	0.7063194858825662	0.8866807015558562	Not Sig	LOC645669
ILMN_1651905	-0.0878122966666667	0.423323346648468	0.7117272330387989	Not Sig	ZNF187
ILMN_1651913	0.0552683223333332	0.6790132629033158	0.8725217145108123	Not Sig	LOC651357
ILMN_1651916	-0.0834989210000003	0.3447081611691958	0.6461724328799903	Not Sig	OCLN
ILMN_1651936	0.210110878	0.0359234168345003	0.1628463974325931	Not Sig	SETD8
ILMN_1651938	0.1380776060000013	0.2816992940729083	0.5830247487197219	Not Sig	LOC649652
ILMN_1651940	0.1780839793333353	0.1072627479075455	0.3335778384177072	Not Sig	OR6C76
ILMN_1651943	-0.2670024406666682	0.2888682552466925	0.590697186912061	Not Sig	ANK3
ILMN_1651944	-0.0811767133333329	0.7062587297510358	0.8866454894967684	Not Sig	CTNND1
ILMN_1651949	-0.0832837199999989	0.6560743860918989	0.8604157886124411	Not Sig	SCYL3
ILMN_1651950	-0.0351532866666683	0.6934087816881404	0.8798607967887278	Not Sig	TPST1
ILMN_1651958	0.0441753893333336	0.6713811148437869	0.8684941013652859	Not Sig	MGP
ILMN_1651964	-0.5831639846666663	0.0010284067641442	0.0144453287405391	Down	ABCC5
ILMN_1651966	0.2926604580000003	0.0030514981388316	0.0296730947335794	Not Sig	FGFR3
ILMN_1651967	-0.1023991793333332	0.385600832847159	0.6817911571360965	Not Sig	TP53I3
ILMN_1651980	-0.0789029143333337	0.5883169380925497	0.8230695758474742	Not Sig	LOC283767
ILMN_1651984	-1.7513905120000004	0.0038272374318888	0.0344937753485361	Down	LOC653648
ILMN_1651987	0.7421199379999983	0.0013413992993862	0.0171839959138428	Up	C6orf129
ILMN_1652000	0.3357601856666674	0.0684142226588717	0.2496944951046061	Not Sig	FAM156A
ILMN_1652003	-0.010313493333335	0.9285774446053964	0.976311629056386	Not Sig	GNG10
ILMN_1652006	0.2536844376666662	0.0338267225194896	0.1567820700452646	Not Sig	SMC1A
ILMN_1652008	0.78659444	4.338721600134146e-05	0.0024522848441952	Up	C15orf23
ILMN_1652015	-0.0273162853333337	0.4455344055534007	0.7286894263758091	Not Sig	LOC647451
ILMN_1652017	-0.2921266683333332	0.0460966260927541	0.1924917633679946	Not Sig	PPEF1
ILMN_1652022	-0.1457558316666665	0.3398510081438798	0.6412798016163349	Not Sig	DHX57
ILMN_1652023	-0.0698425170000014	0.4239959970629289	0.7124106886052265	Not Sig	AGFG2
ILMN_1652024	0.2153373483333336	0.3666603931102193	0.6656677364823954	Not Sig	CSNK1G3
ILMN_1652037	0.0820974196666668	0.5061781223437372	0.7713506818108398	Not Sig	UPP2
ILMN_1652056	0.0424245136666669	0.7530647799649521	0.9074141924704404	Not Sig	TTN
ILMN_1652065	0.332336338666666	0.0045965160155379	0.0388029942296695	Up	KCNMB1
ILMN_1652066	-0.0520229236666667	0.4004479295050141	0.6940185119992549	Not Sig	SNED1
ILMN_1652072	-1.157935399666667	5.177602688918151e-06	0.000966801631141	Down	MGC42105
ILMN_1652073	-0.04209581666667	0.6052040854524126	0.8325625890425058	Not Sig	LOC653658
ILMN_1652079	-0.2484496183333329	0.2587110629724173	0.5579968526989659	Not Sig	LOC641846
ILMN_1652081	0.0708991206666658	0.6424611213877138	0.8532960142230261	Not Sig	LOC644003
ILMN_1652082	-0.1695506570000002	0.0889013666351617	0.2958251285627229	Not Sig	ELF4
ILMN_1652085	0.0750397963333338	0.4548223978225256	0.7350621070028711	Not Sig	MPHOSPH10
ILMN_1652088	0.0751153609999999	0.3995401552605532	0.6932748556729112	Not Sig	PAPOLB
ILMN_1652098	0.1088393029999981	0.3879186763061001	0.6837682752222133	Not Sig	LOC388578
ILMN_1652104	0.0269621339999988	0.7944455558485947	0.9265724164509964	Not Sig	KRAS
ILMN_1652110	-0.2732719646666677	0.1301766805005445	0.3761543123088052	Not Sig	DDX12
ILMN_1652113	-0.3087418193333322	0.0535977395365496	0.2128790078074966	Not Sig	LOC641989
ILMN_1652123	0.3126845266666684	0.0084757278555353	0.0592624495107397	Up	HMGN1
ILMN_1652128	-0.7587673133333332	0.0001274678439508	0.0042287859478438	Down	LMBRD1
ILMN_1652132	-0.0853644153333332	0.5258742893865205	0.7852179680679706	Not Sig	LOC649945
ILMN_1652137	-0.1791862223333336	0.1690116671363338	0.4404806053815382	Not Sig	PPYR1
ILMN_1652144	0.0684237906666664	0.5639509091347148	0.8090580586620508	Not Sig	LOC653751
ILMN_1652147	0.112659525333334	0.4976025449115274	0.7660175713402408	Not Sig	MRPL43
ILMN_1652151	0.0897532440000006	0.5663736428305127	0.8105544157396284	Not Sig	LOC644829
ILMN_1652155	-0.070161496999999	0.6050962768312119	0.8325625890425058	Not Sig	DHX9
ILMN_1652160	0.0232897663333329	0.7613467491051996	0.9113539933103756	Not Sig	LRBA
ILMN_1652161	0.1017090060000001	0.3029676891374933	0.6060114257279893	Not Sig	PNKD
ILMN_1652163	-0.4617757276666667	0.0039782939473023	0.035264217736365	Down	DVL2
ILMN_1652164	0.0717605159999994	0.2802852768354319	0.5814653515405461	Not Sig	LOC729196
ILMN_1652166	-5.35063333320096e-05	0.9996488858920236	0.999860237087823	Not Sig	GUCY1B2
ILMN_1652170	0.1096837886666675	0.4253979087151775	0.7134656030594397	Not Sig	LOC649159
ILMN_1652171	0.0013070773333332	0.9817252913024432	0.9943463248398384	Not Sig	CDKN2C
ILMN_1652175	0.0546182486666664	0.5180690326321988	0.7795492136757762	Not Sig	KRTAP9-8
ILMN_1652178	-0.0828977230000003	0.6084063929899574	0.8343476139829231	Not Sig	FLJ41733
ILMN_1652181	-0.1819871966666673	0.1488254454916897	0.4075708987061144	Not Sig	KIF2B
ILMN_1652185	0.562418308333335	2.629664017062985e-05	0.001979299274006	Up	IL4R
ILMN_1652188	0.1233604383333331	0.0730436605623896	0.260680642990357	Not Sig	KIAA1632
ILMN_1652196	-0.019665170333333	0.8894780828922084	0.9632936999829712	Not Sig	CTAG1A
ILMN_1652198	-0.011946545333334	0.941502420517016	0.9811392738418362	Not Sig	CCM2
ILMN_1652199	-0.0821931193333336	0.3584425831810189	0.6579083733725619	Not Sig	LOC642113
ILMN_1652205	0.1162090989999997	0.4396857868414551	0.7246305399214061	Not Sig	LOC645785
ILMN_1652206	0.0980043466666664	0.6501492984444305	0.8571026722851599	Not Sig	LOC642628
ILMN_1652207	-0.3555555733333335	0.0205481323745331	0.1106283198332095	Down	COX4I1
ILMN_1652209	0.1401931356666654	0.338765862971994	0.6404937760546247	Not Sig	LOC731432
ILMN_1652215	-0.2477288686666661	0.0770039537794523	0.2701322864385618	Not Sig	LOC644310
ILMN_1652218	0.1349253273333346	0.4021611763269134	0.6952170952380426	Not Sig	LOC440080
ILMN_1652219	-0.1273810553333341	0.3437859686913954	0.6451970025603029	Not Sig	C20orf112
ILMN_1652223	0.148384161	0.1204484164049206	0.3590079185536786	Not Sig	WDR91
ILMN_1652230	-0.4289677466666646	0.0002633806250828	0.006442611484705	Down	LOC647361
ILMN_1652236	-0.0772520516666661	0.5352000021347001	0.7910532602552064	Not Sig	LOC732313
ILMN_1652237	-0.1265575586666649	0.390178989250116	0.6857754646401643	Not Sig	CBR3
ILMN_1652242	-0.0642551736666661	0.2968511947313116	0.5994832029363459	Not Sig	LOC643206
ILMN_1652243	0.0402704339999999	0.7472487145702971	0.9046413679102248	Not Sig	FLJ32784
ILMN_1652244	0.0510008376666668	0.1623574714133548	0.4297676397506151	Not Sig	POPDC3
ILMN_1652246	-2.057214236	3.178475882620641e-07	0.0004178689427259	Down	KIAA0363
ILMN_1652248	-0.0646698926666662	0.2805883876638925	0.5817115317763017	Not Sig	LOC653319
ILMN_1652249	0.0032147040000012	0.984456117937868	0.9950570469918096	Not Sig	PPP2R4
ILMN_1652254	0.0482826639999993	0.5383051704646225	0.7933377259919114	Not Sig	LOC643125
ILMN_1652259	-0.1825738779999994	0.2610482390583162	0.560991645923995	Not Sig	LOC644311
ILMN_1652276	0.0731530330000005	0.2846077553391504	0.5860635365885143	Not Sig	MAGEA3
ILMN_1652277	-0.0245208556666662	0.8979870880365544	0.9663098478797464	Not Sig	SECTM1
ILMN_1652280	-1.698261432000001	3.60406204757684e-05	0.0022703191391047	Down	FBXO32
ILMN_1652284	0.1667654266666662	0.1647043256527761	0.4337953589790408	Not Sig	PRM3
ILMN_1652287	-0.2050951383333323	0.1971217470359657	0.4807916894605829	Not Sig	NOG
ILMN_1652291	0.1359499076666672	0.1306545735382646	0.3770055849312732	Not Sig	EVX2
ILMN_1652297	-0.0404256069999995	0.6938965582204041	0.8799822640009349	Not Sig	LOC642468
ILMN_1652300	0.132850793666666	0.0068554735234433	0.0511140648458719	Not Sig	ZNF507
ILMN_1652306	0.1976687339999987	0.0459118224694797	0.1920251522753203	Not Sig	MEGF10
ILMN_1652309	-0.6083468976666673	0.0042167062994753	0.0365623060145858	Down	TTC8
ILMN_1652313	-0.1151574333333353	0.2891363088981508	0.5909791147741154	Not Sig	RNF215
ILMN_1652314	0.2101279020000017	0.1665239164651497	0.4367640649849367	Not Sig	SPAG1
ILMN_1652319	0.0002545346666664	0.9982535127483309	0.9994341757133864	Not Sig	LOC642528
ILMN_1652331	0.0313835260000017	0.434398842194633	0.7209198213198519	Not Sig	KCTD5
ILMN_1652333	-0.0012594796666647	0.9883786820453132	0.9961639664448088	Not Sig	FN3KRP
ILMN_1652342	-0.1717996066666671	0.2701222220478876	0.5707886155298827	Not Sig	LOC649143
ILMN_1652343	0.189039037333333	0.1937779355167169	0.4759486305708346	Not Sig	LOC652735
ILMN_1652348	-0.1487858943333329	0.2234781802747886	0.5149686192128446	Not Sig	C4orf50
ILMN_1652357	0.4269263929999987	0.0068969454703086	0.0513504400864588	Up	PDHX
ILMN_1652365	-0.0585608959999994	0.4450667725650456	0.7282770874928981	Not Sig	LOC127602
ILMN_1652366	0.0562563033333338	0.5983973051464277	0.828971760416633	Not Sig	NLRP7
