ID_REF	GSM1627296	GSM1627297	GSM1627298	GSM1627299	GSM1627300	GSM1627301
ILMN_1651554	6.128191509	6.099809443	5.991815671	6.023000075	6.231591469	6.084661698
ILMN_1651557	11.81307292	11.84194977	11.79906654	11.63651627	11.73222015	11.72369027
ILMN_1651563	5.757698881	5.679336017	5.597632198	5.669358729	5.656874325	5.323089069
ILMN_1651565	6.335048688	6.092686585	6.145180531	5.981693025	6.04106121	5.96209898
ILMN_1651567	5.648080599	5.826371184	5.844240853	5.765889589	5.908694332	6.162649578
ILMN_1651568	5.953800958	5.540144382	5.705529694	5.477893685	5.725048886	5.764064284
ILMN_1651569	6.098949286	6.184359261	6.189114581	6.100381972	6.13708285	6.21239362
ILMN_1651574	5.672439508	5.63281531	5.667010075	5.62215344	5.786993881	5.615102595
ILMN_1651576	5.63629317	5.581580404	5.379154123	5.573381891	5.651085454	5.764064284
ILMN_1651582	5.730486465	5.786861802	5.535056253	5.687589271	5.530950277	5.695570411
ILMN_1651584	5.659922307	5.735268474	5.32752638	5.669358729	5.695570411	5.575693461
ILMN_1651597	5.666384504	5.766491362	5.653642632	5.694946726	5.554685252	5.690714114
ILMN_1651599	5.883663976	5.995072153	5.853990188	5.821278122	5.895221562	5.770775533
ILMN_1651604	5.844240853	5.620412778	5.682014643	5.75514544	5.631830217	5.638538657
ILMN_1651606	6.227928474	6.421665363	6.179903477	6.728921741	6.384195913	6.70787869
ILMN_1651608	5.68404517	5.690900122	5.685299205	5.858088493	5.831665903	5.723999566
ILMN_1651609	5.998331473	5.699354175	5.667010075	5.821278122	6.020577742	5.931029598
ILMN_1651610	6.572421943	6.732107386	6.289016422	6.288644153	6.249821278	6.290042335
ILMN_1651617	6.314330237	6.007037549	6.359797618	6.084464834	5.925092162	6.127121799
ILMN_1651624	5.648080599	5.876655105	5.796206628	5.555802798	5.480700984	5.638538657
ILMN_1651628	6.68574903	6.532246064	6.512408634	7.034982797	6.837512934	6.911505047
ILMN_1651636	5.760597502	5.908044081	6.022695645	5.898644308	5.751387395	5.848899325
ILMN_1651637	6.126128303	6.397599148	6.347158427	6.428583325	6.354814495	6.331045666
ILMN_1651641	5.455530343	5.5660583	5.766713523	5.546165993	5.667419759	5.447455305
ILMN_1651642	6.406300422	6.436940447	6.163197097	6.047713638	6.224434754	6.361910369
ILMN_1651643	5.960862854	5.922982167	5.903395094	6.003242196	5.722080152	5.834240272
