ID_REF	GSM1627296	GSM1627297	GSM1627298	GSM1627299	GSM1627300	GSM1627301
ILMN_1715991	5.7494487	5.879113908	5.738939442	7.684236243	7.383048904	7.396707249
ILMN_1715994	11.3436915	11.29748306	11.27258685	11.69551084	11.70942026	11.46335301
ILMN_1716004	8.007453043	8.037169119	7.933019324	7.973999755	7.922522055	8.030969997
ILMN_1716006	7.862631812	8.067688403	8.034370813	7.282303433	7.426041838	7.323747974
ILMN_1716014	11.38279961	11.3069037	11.19265631	10.43822958	10.25822364	10.53717446
ILMN_1716019	6.281896871	6.373657941	6.26982165	6.955745148	6.784139821	6.699550378
ILMN_1716026	9.027361223	9.042691731	9.250269505	8.482903531	8.728115873	8.69831832
ILMN_1716041	5.735501241	5.614341221	5.86133394	5.562751397	5.72765025	5.728248961
ILMN_1716053	10.99173526	11.00631564	10.88262608	10.96439985	10.96295051	10.85764927
ILMN_1716056	9.646248863	9.739337395	9.630197495	9.951539296	9.931877572	9.721117186
ILMN_1716057	8.794406841	8.618703526	8.640931994	8.901351442	9.040352664	8.995276977
ILMN_1716060	5.72147072	5.693817135	6.07384779	5.62452694	5.648080599	5.737600962
ILMN_1716061	5.546446722	5.74080213	5.551187505	5.714885388	5.282674649	5.723999566
ILMN_1716062	5.559405999	5.74567287	5.893486637	5.887639134	5.75658343	5.773074287
ILMN_1716068	5.536889548	5.531662241	5.66160442	5.594923858	5.438522457	5.497608581
ILMN_1716070	5.368720292	5.148547865	5.389635248	5.399119515	5.313988117	5.412563639
ILMN_1716071	9.152413278	9.150977254	9.419833839	8.855765244	8.862707719	9.064678592
ILMN_1716072	5.656812634	5.644698841	5.486268904	5.641555651	5.407724161	5.87054819
ILMN_1716080	8.842312592	8.890976507	8.708826912	8.177416393	8.376881036	8.372877386
ILMN_1716086	7.411998084	7.56647447	7.381549126	7.200126758	7.069473489	7.349460198
ILMN_1716089	8.435528782	8.406660114	8.382956078	8.898847955	8.813076742	8.323373273
ILMN_1716093	10.83644523	10.79751805	10.94239501	10.19807073	10.63993724	10.59325744
ILMN_1716105	5.614965833	5.86861452	6.033906888	5.98397183	5.733252035	5.957061025
ILMN_1716109	5.512321356	5.510270311	5.351197926	5.565368431	5.516301876	5.141218638
ILMN_1716136	5.886298152	5.792194108	5.918024545	5.801859801	5.583510848	5.886526186
ILMN_1716149	5.599138514	5.679336017	5.828675092	5.31488285	5.5780449	5.61201269
ILMN_1716153	6.053724506	6.115175915	6.139128759	6.108459403	5.974997683	6.082925626
ILMN_1716154	5.611881141	5.789600154	5.804553731	5.922982167	5.904450517	5.847296982
ILMN_1716157	6.571240283	6.537420676	6.787403558	6.792066359	6.945423186	6.631824648
ILMN_1716176	5.49513859	5.768993363	5.588953768	5.851169098	5.829136359	5.93630183
ILMN_1716182	5.626788859	5.57501512	5.460752547	5.700110347	5.706407128	5.568278261
ILMN_1716187	5.614965833	5.670235666	5.905634109	5.757819983	5.824059775	5.647843607
ILMN_1716195	5.738802965	5.748364999	6.027000482	5.778222917	5.867394346	5.901276267
ILMN_1716200	5.918667977	5.592492869	5.836370583	5.93981421	5.438522457	5.799382075
ILMN_1716218	5.62400636	5.411020234	5.483505895	5.165783455	5.477619051	5.402886589
ILMN_1716224	6.272493011	6.609192912	6.547535185	6.41219875	6.574250802	6.567910229
ILMN_1716231	5.811666654	5.777129494	5.709132094	5.971005454	5.904450517	5.719349211
ILMN_1716234	5.906520046	5.823493597	5.953909799	5.828777797	5.703532805	5.893486637
ILMN_1716236	6.02671203	6.074143705	6.174098073	6.157339617	5.803960615	5.848899325
ILMN_1716237	6.248847179	6.047423761	6.208416083	6.285171438	6.170822602	6.387083355
ILMN_1716238	5.474222965	5.199801478	5.354982242	5.775715849	5.61201269	5.739453431
ILMN_1716246	7.853066466	7.717450565	7.803888487	6.659493068	6.889888682	7.065197239
ILMN_1716247	8.808022568	8.827751385	8.944140867	7.310691845	7.672856785	7.559256329
ILMN_1716249	5.865491735	5.946627154	5.755871679	5.92782318	5.714885388	6.032695357
ILMN_1716259	5.978793837	6.057416921	5.932345859	6.014025432	6.084379834	6.135381114
ILMN_1716264	6.149298155	6.004787432	6.225016856	6.766203412	6.614754623	6.733422087
ILMN_1716265	6.916412775	6.835622778	6.954178672	7.512826061	7.673659596	7.687716989
ILMN_1716266	5.675006051	5.478562221	5.502494812	5.546165993	5.717615247	5.786267158
ILMN_1716272	6.398144964	6.304644421	6.309758924	5.953389637	5.908694332	6.258474173
ILMN_1716275	5.727288453	5.583642927	5.653642632	5.534073979	5.695570411	5.70951684
ILMN_1716276	7.461645193	7.382090012	7.212595837	8.372570038	8.309761577	8.386978424
ILMN_1716278	5.757698881	5.941739141	5.658625534	5.685063293	5.789600154	5.863475554
ILMN_1716279	9.915178901	9.868777529	9.709649527	8.919561465	8.932521417	8.990143239
ILMN_1716298	5.980969656	5.750932098	5.744439345	5.804302512	5.831665903	5.838772668
ILMN_1716300	5.4187078	5.300906391	5.483505895	5.332265024	5.387297324	5.450745505
ILMN_1716309	5.549665769	5.704628935	5.647843607	5.98397183	6.199475919	6.258474173
ILMN_1716335	6.240455335	6.282322996	5.948945777	6.176272666	6.057165483	6.135381114
ILMN_1716336	7.471460405	7.340470236	7.471588127	7.396348501	7.467036899	7.276952591
ILMN_1716342	8.102265262	8.311329019	8.179995822	8.392447838	8.435098614	8.641852037
ILMN_1716349	5.801964474	6.041583231	5.801859801	5.757819983	5.7992657	6.051864502
ILMN_1716353	5.794198112	6.02585578	6.116471322	5.96209898	5.569946219	5.777499852
ILMN_1716357	5.924009968	5.696705137	6.080041456	5.833729685	5.777015546	5.861449903
ILMN_1716359	6.132554191	6.079413684	6.228651344	6.094777216	6.220467711	6.020884452
ILMN_1716362	5.738802965	5.66430725	5.464319835	5.690029309	5.59777277	5.42143089
ILMN_1716367	5.692943268	5.673171746	5.76129348	5.864915473	5.282674649	5.58990293
ILMN_1716368	7.849414649	8.199623532	7.980927114	7.849414649	7.88932716	7.879477188
ILMN_1716370	6.264663096	6.18919796	6.278630882	6.126883327	6.187593806	6.333694517
ILMN_1716374	5.68404517	5.437387402	5.606377989	5.381359246	5.712018212	5.549248487
ILMN_1716377	5.433606492	5.26116204	5.502494812	5.477893685	5.546032571	5.326536931
ILMN_1716382	12.75077596	12.57968479	12.7164649	12.83742013	12.93638529	13.26052076
ILMN_1716384	8.257147255	8.162340621	8.169911004	7.165663525	7.441915104	7.522189556
ILMN_1716397	9.862958426	9.937328089	9.899880677	10.80321462	10.75917309	10.65788035
ILMN_1716400	8.391482962	8.443542321	8.44641665	8.324331113	8.040801313	7.899040504
ILMN_1716407	10.63757904	10.64521734	10.7400829	7.854790095	7.9317887	7.969751847
ILMN_1716421	5.863009595	6.036936896	6.029502743	5.944492954	5.895221562	5.893486637
ILMN_1716424	5.833497473	5.956229995	5.969223035	5.730113246	5.68747269	5.873005429
ILMN_1716426	6.00793715	6.272909957	6.095373028	5.975477036	6.180230524	6.391811487
ILMN_1716431	5.780837577	6.064631332	6.121535137	6.274836183	6.055226026	5.966301629
ILMN_1716434	5.786520782	5.818162818	5.647843607	5.606377989	5.972875526	5.683139103
ILMN_1716435	6.507345362	6.493864321	6.409705	6.44278905	6.310586522	6.137042094
ILMN_1716441	6.272493011	5.965892521	6.29343957	6.041583231	5.700992324	5.840812166
ILMN_1716445	9.516703987	9.38338253	9.570724778	8.423999093	8.697002495	8.689023423
ILMN_1716446	6.795164747	6.794930125	6.971605272	7.18395793	7.131713796	7.232580126
ILMN_1716448	5.730486465	5.756114598	5.483505895	5.687589271	5.363484019	5.630478513
ILMN_1716461	5.744204635	5.673171746	5.86861452	5.581720376	5.81399349	5.775460852
ILMN_1716465	5.821761191	5.933296009	5.644761117	5.986117228	5.698357535	5.773074287
ILMN_1716468	5.592363653	5.87398487	5.714885388	5.707510832	5.942915808	6.018068037
ILMN_1716469	5.645335799	5.699354175	5.804553731	5.603285318	5.642849851	5.61201269
ILMN_1716471	5.89655816	5.828777797	5.709132094	5.565368431	5.906520046	5.746649552
ILMN_1716480	8.544929144	8.390690146	8.483733093	8.017770767	7.982001577	7.958780201
ILMN_1716488	7.472484239	7.508052013	7.169291117	7.289594501	7.208375937	7.10323835
ILMN_1716492	5.87398487	5.896612945	5.7992657	5.920735661	5.895221562	5.764064284
ILMN_1716498	5.857029217	5.789600154	5.727890213	5.920735661	5.662255098	5.865491735
ILMN_1716507	6.657917984	6.554614478	6.594681357	7.07085911	7.236497263	6.935859321
ILMN_1716512	5.404016149	5.158523121	5.522325943	5.603285318	5.623348801	5.683139103
ILMN_1716517	6.212212093	5.903963967	5.944030164	5.848843986	6.191514623	6.010283226
ILMN_1716524	11.99391644	12.14010037	12.07992823	12.59206077	12.52926975	12.5990504
ILMN_1716526	5.9736117	5.670235666	5.641942761	5.862451897	5.865040501	5.47569598
ILMN_1716533	5.659922307	5.886526186	5.951384144	5.846516537	5.764064284	5.96209898
ILMN_1716546	5.68404517	5.823493597	5.779403032	5.846516537	5.9406798	5.986335218
ILMN_1716547	10.49775126	10.38771203	10.61297048	10.81333223	10.71776972	10.67923465
ILMN_1716552	7.677895932	7.730542508	7.479964611	6.340599578	6.320219988	6.243191693
ILMN_1716553	6.786790819	6.754056916	6.915275463	6.096648022	6.121535137	6.100742955
ILMN_1716555	6.510982458	6.593281002	6.445326314	6.959313505	6.956538572	7.173045524
ILMN_1716563	5.53321976	5.581580404	5.320307652	5.643914052	5.380875241	5.192247498
ILMN_1716564	6.943475157	6.883397993	6.89465564	6.104448423	6.715336967	6.197474063
ILMN_1716578	6.112138691	5.83901033	6.060311919	5.901176073	6.119281792	5.966301629
ILMN_1716579	5.318839843	5.296397733	5.582414245	5.641555651	5.703532805	5.4187078
ILMN_1716583	9.39578193	9.090030569	9.259288917	9.012667636	9.127822509	9.188794536
ILMN_1716591	7.016479141	7.036243713	6.995589084	7.076553253	7.12578373	6.870654072
ILMN_1716592	5.841614438	5.888968246	5.937056717	5.765889589	5.942915808	5.687714299
ILMN_1716596	9.938597318	9.765678586	9.991101193	10.96922381	10.99286647	11.16754481
ILMN_1716601	5.85127959	5.693817135	5.846276851	5.73479125	5.673551413	5.905484046
ILMN_1716608	8.51088804	8.547943263	8.658794781	8.967984939	9.029104173	9.076515528
ILMN_1716616	5.540144382	5.510270311	5.567041473	5.707510832	5.342560188	5.43040143
ILMN_1716639	5.579273063	5.397898068	5.592079228	5.559405999	5.461041138	5.61201269
ILMN_1716649	5.921368386	5.473631151	5.836370583	5.421918572	5.516301876	5.595732343
ILMN_1716651	8.379090075	8.231093612	8.337358867	6.918999062	7.128152638	7.070337661
ILMN_1716652	5.772413551	5.55175393	5.969223035	5.925462359	5.673551413	5.844909036
ILMN_1716655	5.931694312	5.609342685	5.579273063	5.505384978	5.824059775	5.702366415
ILMN_1716658	6.668402159	6.633300326	6.739241029	6.623222828	6.626308858	6.714550947
ILMN_1716670	5.704387136	5.898983308	5.717615247	5.788206473	5.566632239	5.838772668
ILMN_1716674	5.488303528	5.623348801	5.764010488	5.467564618	5.64558372	5.491115383
ILMN_1716676	5.686975707	5.556911448	5.76129348	5.705130394	5.673551413	5.719349211
ILMN_1716678	12.63788171	12.63788171	12.62191866	13.87650116	13.86319808	13.84655518
ILMN_1716679	5.754908737	5.753212472	5.717615247	5.483572202	5.7992657	5.642470437
ILMN_1716680	5.916080781	6.106566422	5.946627154	5.846516537	6.031074919	5.886526186
ILMN_1716682	5.669099778	5.606250033	5.621345191	6.120805847	5.811409737	5.71425664
ILMN_1716687	13.12658358	13.02283306	13.06362143	12.45248168	12.45035784	12.54358573
ILMN_1716693	5.701611636	5.411020234	5.694119642	5.946933243	6.049493726	5.777499852
ILMN_1716704	5.727288453	6.015936794	5.958041473	6.226657133	6.060850117	5.796913729
ILMN_1716717	5.937056717	6.055226026	6.009576153	5.818962828	5.862846668	5.834240272
ILMN_1716719	5.801964474	5.66430725	5.440242454	5.712248714	5.542670189	5.723999566
ILMN_1716724	5.549665769	5.673171746	5.766713523	5.405325098	5.662255098	5.873005429
ILMN_1716728	7.10815054	7.047885503	7.023834664	7.021346356	7.356323983	7.155199486
ILMN_1716729	5.672439508	5.818162818	5.823157057	5.844696905	5.651085454	5.875470404
ILMN_1716730	10.41033067	10.18180586	10.36895255	10.76187854	10.67792044	10.51523251
ILMN_1716733	5.901276267	5.906040206	6.011474778	6.434685131	6.374165604	6.333694517
ILMN_1716734	5.924009968	5.992691638	5.866149455	5.795279366	6.197427522	5.812741234
ILMN_1716736	6.005583235	5.679336017	5.828675092	5.788206473	5.743730531	5.972041787
ILMN_1716754	5.695709789	5.682276167	5.771980048	5.937168528	5.730723007	5.875470404
ILMN_1716758	5.863009595	5.833949619	5.787469609	5.912506917	5.906520046	5.881330549
ILMN_1716766	9.599626203	9.682624969	9.662772428	9.097087672	9.013679543	9.277208421
ILMN_1716770	5.680801846	5.478562221	5.582414245	5.697474808	5.401163003	5.675876457
ILMN_1716790	6.192600459	6.045346394	6.322788335	6.124812814	6.216697618	6.32364286
ILMN_1716797	8.522369028	8.486421419	8.805696188	8.24916637	8.228149324	8.57389874
ILMN_1716803	5.794198112	5.853889378	5.81554948	5.785587712	5.155618118	5.323089069
ILMN_1716814	5.818962828	5.812576727	5.7992657	5.537190903	5.5780449	5.746649552
ILMN_1716815	5.364872917	5.500497343	5.528553594	5.732326275	5.516301876	5.336485594
ILMN_1716816	10.54653559	10.78792294	10.62129371	10.63007944	10.68689592	10.50063145
ILMN_1716821	9.06071586	8.875593164	9.041142364	8.354031747	8.156714097	8.390850024
ILMN_1716822	5.891606884	5.717993331	5.678818204	5.898644308	5.794198112	5.910967526
ILMN_1716827	5.801964474	5.748364999	5.782021324	5.600439921	5.560555967	5.633114898
ILMN_1716832	5.9419403	5.954221416	5.908044081	5.942043979	6.227453581	5.726160341
ILMN_1716838	6.223187579	6.205874336	6.234313835	6.222724206	6.301171255	6.593343101
ILMN_1716843	5.592363653	5.717993331	5.699541985	5.898644308	5.899854077	6.004282648
ILMN_1716857	5.754908737	5.903963967	5.464319835	5.694946726	5.865040501	5.66841539
ILMN_1716859	8.786759803	8.778814925	8.932834614	10.21543462	10.09145808	10.08599716
ILMN_1716862	10.23679776	10.11737882	9.98357825	9.804019667	9.83964944	9.852152841
ILMN_1716866	5.4187078	5.682276167	5.389635248	5.378060885	5.61201269	5.744204635
ILMN_1716869	6.002945474	6.079413684	5.727890213	6.253943098	6.035199601	5.923158562
ILMN_1716872	5.951281116	5.715371849	5.758411456	5.669358729	5.831665903	5.687714299
ILMN_1716875	5.498619514	5.519013892	5.516508474	5.592154865	5.572698974	5.741739826
ILMN_1716876	5.836307346	5.74080213	6.036112126	5.778222917	5.955867211	5.947312457
ILMN_1716895	11.43015266	11.44582959	11.47717783	10.88970163	10.90759866	10.83644523
ILMN_1716905	5.663405663	5.454193896	5.467428141	5.396195419	5.761534135	5.716860935
ILMN_1716907	8.649043151	8.589114893	8.63636604	8.373205523	8.487644677	7.921224045
ILMN_1716909	5.68404517	5.91836017	5.944030164	6.942576746	7.291367698	7.155933245
ILMN_1716913	10.21146033	10.0848389	10.12450673	10.25564918	10.42498113	10.01777722
ILMN_1716922	9.363539337	9.232840246	9.339987921	8.911876748	8.766680316	8.725178304
ILMN_1716924	5.760597502	5.710401488	5.910654955	5.749685828	5.910654955	5.943653091
ILMN_1716925	7.013724652	7.106918877	7.296646923	7.84213186	8.029238501	7.857556094
ILMN_1716935	6.067347913	6.02585578	6.116471322	6.407049414	6.126128303	6.248847179
ILMN_1716952	5.433606492	5.364556219	5.513139388	5.530823066	5.358555408	5.503454075
ILMN_1716957	6.205874336	6.178258458	6.28598939	6.23005649	6.140569728	6.104355735
ILMN_1716960	5.522728123	5.771755767	5.705529694	5.646858539	5.794198112	5.627961675
ILMN_1716963	5.393871366	5.797152757	5.641942761	5.62215344	5.725048886	5.824291511
ILMN_1716967	5.599138514	5.753212472	5.560107174	5.73479125	5.537033832	5.595732343
ILMN_1716969	5.818962828	5.756114598	5.801859801	6.137123606	5.733252035	5.735388469
ILMN_1716973	7.258293742	7.333937251	7.266183892	7.74391664	7.736111954	7.793493717
ILMN_1716979	6.594585808	6.327234466	6.514256735	6.305670124	6.280049943	6.290042335
ILMN_1716983	5.522728123	5.284898609	5.303966404	5.080526974	5.603545072	5.549248487
ILMN_1716988	7.993073828	8.000149281	8.308929888	7.938491202	8.126885167	8.163165074
ILMN_1716991	5.953800958	5.920615666	5.986767982	6.059117093	5.942915808	5.94578211
ILMN_1716999	5.465898449	5.5660583	5.296487196	5.508564485	5.435420125	5.680996263
ILMN_1717010	5.956112578	6.067252805	6.206475	5.862451897	5.999582857	5.86861452
ILMN_1717012	5.783907639	5.894238663	5.714885388	5.773421348	5.949259591	6.018068037
ILMN_1717013	5.888968246	5.982667724	5.905634109	5.855823251	6.043255573	5.815029862
ILMN_1717016	5.556361947	5.826371184	5.644761117	5.49962202	5.617601765	5.500638521
ILMN_1717018	5.775218868	5.831319468	5.6910789	6.05276094	6.059117093	5.753085014
ILMN_1717029	6.165107137	6.22290991	6.042068409	6.212030774	6.110343572	6.008329912
ILMN_1717035	5.921368386	5.990232437	6.009576153	5.901176073	5.845384581	6.133799677
ILMN_1717046	5.271326582	5.411020234	5.205339119	5.527692309	5.347175115	5.39293079
ILMN_1717049	7.232872936	6.967813682	7.381549126	7.015372168	6.89862621	7.13664421
ILMN_1717052	7.076363235	6.980891648	6.873678875	7.33103641	7.538048207	7.45748312
ILMN_1717056	9.525615	9.615513995	9.752666276	10.38371648	10.16783963	10.16724856
ILMN_1717059	5.565790881	5.74567287	5.918024545	5.804302512	5.709132094	5.786267158
ILMN_1717060	6.098949286	5.812576727	5.863698377	5.948945777	5.912625608	5.886526186
ILMN_1717063	5.901276267	5.973806189	6.031603013	5.652111204	5.659603151	5.828675092
ILMN_1717064	5.918667977	5.586381355	5.621345191	5.785587712	6.112702207	5.790438289
ILMN_1717078	6.04910485	6.134445127	6.266208974	6.025207235	6.2425133	6.210531268
ILMN_1717093	5.836307346	5.726539896	5.747380797	5.883327622	5.917601455	5.71425664
ILMN_1717094	7.262328868	7.35697092	7.115251397	7.91736255	7.90415061	7.707019801
ILMN_1717099	9.868777529	9.764116605	9.83368587	10.49382077	10.56545997	10.72214625
ILMN_1717101	6.137123606	6.121437769	6.011474778	6.005583235	5.953909799	6.173838669
ILMN_1717119	5.680801846	5.792194108	5.594784183	6.001191354	5.639969976	5.680996263
ILMN_1717123	5.642470437	5.997928586	5.750529355	5.530823066	5.698357535	5.54630996
ILMN_1717125	5.833497473	5.797152757	5.777129494	5.826487973	5.997120371	5.873005429
ILMN_1717127	5.626788859	5.670235666	5.513139388	5.477893685	5.57501512	5.554476495
ILMN_1717129	5.588953768	5.898983308	5.99637698	5.966406974	5.706407128	5.673171746
ILMN_1717138	6.588008358	6.180146719	6.490094266	6.19974948	6.316171396	6.210531268
ILMN_1717154	8.173874775	8.234457782	8.28933419	8.296801395	8.224948833	8.31432749
ILMN_1717156	5.766598777	5.581580404	5.44324915	5.608785105	5.771508987	5.698218453
ILMN_1717163	5.53321976	5.333405915	5.436185858	5.505384978	5.519312631	5.581135014
ILMN_1717165	8.681682072	8.716539754	8.696098382	9.020991227	9.030295465	8.811994194
ILMN_1717168	5.659922307	5.513139388	5.717615247	5.717494144	5.623348801	5.551906257
ILMN_1717173	10.95849989	10.75647328	10.71340178	10.18888984	10.02634941	10.23057386
ILMN_1717180	9.599098749	9.945437381	9.996831122	9.446629929	9.293101908	9.669906245
ILMN_1717184	5.258052515	5.61201269	5.351197926	5.489019999	5.57501512	5.433436823
ILMN_1717195	6.041674755	6.167921315	6.004998999	5.912506917	6.015936794	5.819897153
ILMN_1717197	5.9736117	5.941739141	5.727890213	6.187687554	5.789600154	5.828675092
ILMN_1717205	5.818962828	6.049995758	5.956229995	5.763383723	5.961742058	5.941632251
ILMN_1717207	5.893927008	5.930721483	5.779403032	5.996904309	5.811409737	5.830738899
ILMN_1717219	9.762650942	9.966274687	9.952586726	9.547463118	9.823636472	9.777616028
ILMN_1717229	7.946494187	7.806661522	8.083308839	8.792714559	8.757254549	8.830816548
ILMN_1717232	5.865491735	6.045346394	5.991815671	5.87676431	5.83901033	6.113277592
ILMN_1717234	9.210109065	9.123014007	9.310984442	9.730561252	9.805305969	9.787431276
ILMN_1717248	5.602764768	5.55175393	5.888522898	5.511884167	5.594923858	5.728248961
ILMN_1717252	5.953800958	6.002281058	5.848662172	5.833729685	6.04106121	6.006260871
ILMN_1717261	9.32716203	9.413037329	9.019577862	8.811293472	8.626052233	8.780390586
ILMN_1717262	8.45242029	8.309399918	8.263529644	8.825359434	8.82951792	8.722895634
ILMN_1717264	5.958334292	5.662005978	5.853990188	5.833729685	5.824059775	5.86861452
ILMN_1717265	5.893927008	5.47569598	5.747380797	5.955615543	6.045128505	5.86861452
ILMN_1717278	5.744204635	5.699354175	5.722584278	5.836244108	5.751387395	5.497608581
ILMN_1717294	6.907395643	6.803116101	6.655019373	6.036980937	5.945006695	6.142045842
ILMN_1717295	5.996790361	5.85127959	5.937056717	6.065485301	6.132820061	6.004282648
ILMN_1717299	5.752110298	5.958334292	5.673049057	5.898644308	5.906520046	5.826487973
ILMN_1717313	7.870012309	7.821147212	7.748877035	7.006057614	7.017384021	7.028395602
ILMN_1717324	6.843637958	6.518397069	6.607977992	6.71471223	6.357732363	6.293744141
ILMN_1717326	6.194664897	6.158973002	6.309758924	7.028395602	7.103143774	6.870654072
ILMN_1717327	5.87398487	5.491788092	5.639062829	5.592154865	5.606515611	5.531369814
ILMN_1717334	5.805245971	5.715371849	5.969223035	5.922982167	5.829136359	5.733057605
ILMN_1717337	11.02013063	10.94052388	11.17970213	11.04188225	11.06250428	11.3131193
ILMN_1717357	7.097648584	7.268655324	7.30260869	7.206022095	7.162216002	7.238921589
ILMN_1717366	7.870012309	7.764795873	8.069349005	7.889175431	7.97540583	8.295953625
ILMN_1717371	5.217456701	5.364556219	5.407330302	5.525013452	5.634862754	5.373647955
ILMN_1717377	5.474222965	5.641684613	5.505821881	5.421918572	5.441759961	5.554476495
ILMN_1717381	8.208736069	8.026151214	8.031127495	7.622011659	7.671832255	7.781471704
ILMN_1717393	5.223531007	5.450299304	5.6276937	5.511884167	5.451351088	5.54630996
ILMN_1717403	6.221336262	6.233612318	6.225016856	5.81639926	5.841177661	5.966301629
ILMN_1717406	5.808505195	5.589105391	5.779403032	5.788206473	5.594923858	5.998331473
ILMN_1717420	7.861038614	7.944368737	7.96179041	7.856298607	8.03926819	7.831849896
ILMN_1717423	5.588953768	5.676381376	5.722584278	5.525013452	5.631830217	5.280780132
ILMN_1717434	6.31665848	6.361629826	6.297347452	6.401531771	6.451954481	6.321396532
ILMN_1717453	5.903910347	5.935431277	6.108267259	5.747008534	5.735636591	6.020884452
ILMN_1717461	6.029121325	5.949162511	6.060311919	6.159418947	6.007639528	6.053323295
ILMN_1717462	5.659922307	5.556911448	5.636158653	5.434238757	5.626382532	5.70500678
ILMN_1717466	6.174734243	6.260268492	6.049995758	6.253943098	6.102175875	6.409936076
ILMN_1717468	5.870987467	5.951598156	5.900727124	5.744439345	5.893486637	5.883429056
ILMN_1717477	9.729859927	9.894162427	9.921898486	9.191975578	9.081349098	9.369725928
ILMN_1717478	5.458197997	5.497762946	5.397898068	5.486107185	5.733252035	5.661073811
ILMN_1717482	5.836307346	5.809667041	5.820600986	5.685063293	5.81639926	5.848899325
ILMN_1717485	5.911411749	5.756114598	6.297347452	5.722080152	5.883602517	5.913154284
ILMN_1717490	7.499023372	7.47461799	7.486615723	7.134298558	7.561201705	7.544470117
ILMN_1717492	5.944393969	5.670235666	5.893486637	5.826487973	5.642849851	5.968183793
ILMN_1717494	5.639188336	5.971814377	5.918024545	5.63602523	5.779533534	5.615102595
ILMN_1717519	8.257844336	8.159456875	8.035236299	7.401525567	7.428940609	7.269845214
ILMN_1717524	7.313042441	7.335443545	7.499502542	7.213338738	7.418200019	7.405099945
ILMN_1717541	5.474222965	5.777129494	5.941525011	5.660942788	5.377282045	5.895114497
ILMN_1717554	6.046626356	6.129759174	6.020484526	5.960020993	5.967978281	6.130531404
ILMN_1717557	5.516301876	5.42403484	5.612438323	5.737256706	5.404398942	5.435644228
ILMN_1717565	5.796666905	5.562815126	5.910654955	5.492319892	5.670598867	5.565495642
ILMN_1717572	5.549665769	5.66430725	5.647843607	6.490792957	6.513730036	6.293744141
ILMN_1717579	5.96358922	5.876655105	5.925462359	5.953389637	5.919909275	5.786267158
ILMN_1717593	5.727288453	5.63602523	5.727890213	5.59777277	5.682276167	5.895114497
ILMN_1717594	5.585561966	5.935431277	5.782021324	5.739453431	5.617601765	5.941632251
ILMN_1717599	6.711662572	6.513102055	6.514256735	6.947439851	6.843228874	7.169750671
ILMN_1717636	6.881592878	7.004089815	6.752726049	7.365022546	7.180303717	7.033267521
ILMN_1717639	7.034982797	7.152268994	7.296646923	6.926230284	6.959000262	6.880381741
ILMN_1717644	5.906520046	5.91836017	5.953909799	5.844696905	5.730723007	5.642470437
ILMN_1717674	10.53775232	10.39657768	10.56261874	11.33468086	11.39004649	11.42623358
ILMN_1717677	5.654086721	5.485511421	5.750529355	5.725048886	5.857846102	5.70500678
ILMN_1717690	6.102940333	6.145738368	5.932345859	5.990232437	5.791957206	5.988390201
ILMN_1717695	5.7494487	5.789600154	5.600439921	5.818962828	5.586098791	5.721839902
ILMN_1717702	5.796666905	5.797152757	5.582414245	5.546165993	5.557758005	5.766545069
ILMN_1717706	7.882094244	7.613605757	7.304642714	7.79342309	7.522364559	7.77544888
ILMN_1717707	6.39146107	6.288644153	6.175976726	6.475169767	6.473414343	6.370888089
ILMN_1717710	5.659922307	5.879113908	5.747380797	5.763383723	5.936197822	5.757819983
ILMN_1717714	8.709473996	8.796204604	8.735012239	7.684236243	7.520386467	7.394354024
ILMN_1717717	6.002945474	5.833949619	5.83901033	5.814326333	5.942915808	5.824291511
ILMN_1717722	5.605981126	5.428020479	5.560107174	5.495845707	5.414725895	5.4187078
ILMN_1717726	5.848899325	5.87398487	5.653642632	5.898644308	6.043255573	5.867394346
ILMN_1717727	8.880996026	8.868462438	8.73334406	5.702739137	5.933830932	5.730723007
ILMN_1717733	5.948945777	5.83901033	5.579273063	5.744439345	5.651085454	5.822207657
ILMN_1717737	6.759953401	6.73803234	7.089851377	6.27697175	6.448005613	6.601606625
ILMN_1717745	9.618906315	9.271360199	9.493209392	8.938380064	9.355919802	9.379702845
ILMN_1717757	5.585561966	5.317519894	5.538432348	5.565368431	5.433064171	5.568278261
ILMN_1717765	7.49021445	7.371367285	7.407367124	7.218115159	7.301710664	7.388791699
ILMN_1717767	5.775218868	5.797152757	5.782021324	5.840115744	5.81639926	5.815029862
ILMN_1717770	6.16865324	6.253357659	6.218625129	6.007843669	6.189437453	6.010283226
ILMN_1717780	5.244324744	5.699354175	5.296487196	5.537190903	5.617601765	5.470828536
ILMN_1717781	6.971704423	6.969716569	6.947605317	7.240401971	7.315121166	7.357010576
ILMN_1717783	5.393871366	5.572129169	5.385999857	5.256634887	5.366597476	5.237421957
ILMN_1717793	5.63629317	5.673171746	5.685299205	5.495845707	5.516301876	5.4822806
ILMN_1717794	5.893927008	5.939654624	5.833729685	6.025207235	5.893486637	5.934480529
ILMN_1717799	6.166921725	5.971814377	6.12914263	6.546563244	6.586557332	6.652110827
ILMN_1717803	5.865491735	5.76129348	5.702366415	5.831319468	5.751387395	5.873005429
ILMN_1717805	6.031405877	6.104448423	6.274836183	5.869975146	6.078296673	6.202672968
ILMN_1717809	8.189239956	8.209464122	8.199204953	8.288085859	8.25918171	7.889023703
ILMN_1717825	5.946627154	5.682276167	5.881330549	5.869975146	5.714885388	5.867394346
